age,job,marital,education,default,housing,loan,contact,trimestre,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
34,others,1,4,0,0,0,0,2,3,267,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
48,others,0,1,1,1,0,0,2,3,461,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
26,others,1,1,1,0,0,0,2,3,60,4,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,admin.,0,2,0,1,0,0,2,3,117,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
39,others,0,4,1,0,0,0,2,3,21,8,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
43,others,1,3,0,0,1,0,2,3,104,1,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
29,admin.,1,2,0,1,1,0,2,3,15,10,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,others,0,1,0,1,0,0,2,3,216,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
28,others,0,1,1,0,1,0,2,3,211,1,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
52,others,0,1,1,0,1,0,2,3,71,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
25,admin.,0,2,1,0,0,0,2,3,18,18,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
28,others,0,1,0,1,0,0,2,3,225,1,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,admin.,0,2,1,0,1,0,2,3,59,8,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
47,others,1,1,0,0,1,0,2,3,835,3,3,0,0,1.4,94.465,-41.8,4.961,5228.1,1
37,others,0,3,0,1,0,0,2,3,683,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,1
57,others,0,1,1,1,1,0,2,3,258,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
55,retired,0,4,1,1,0,0,2,3,1012,1,3,0,0,1.4,94.465,-41.8,4.961,5228.1,1
39,others,0,3,0,1,0,0,2,3,233,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,others,0,1,0,0,0,0,2,3,129,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
56,admin.,0,0,1,0,0,0,2,3,91,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
52,others,0,2,0,0,0,0,2,3,339,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
52,others,0,2,0,0,1,0,2,3,90,5,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
39,others,0,1,0,0,1,0,2,3,112,4,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
32,others,1,4,0,0,0,0,2,3,36,7,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
25,others,1,1,0,1,1,0,2,3,112,4,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
31,others,0,2,0,0,0,0,2,3,9,28,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
33,others,0,3,0,0,0,0,2,3,26,5,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,admin.,1,4,0,1,0,0,2,3,55,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
26,others,1,4,0,0,0,0,2,3,2635,3,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
46,admin.,0,4,0,1,0,0,2,3,138,9,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
30,others,0,4,1,1,0,0,2,3,49,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,others,0,1,1,0,0,0,2,3,318,2,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
33,others,1,2,0,1,0,0,2,3,326,5,3,0,0,1.4,94.465,-41.8,4.961,5228.1,0
57,others,0,2,1,0,0,0,2,4,53,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,3,0,0,0,0,2,4,179,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,others,0,1,0,1,0,0,2,4,262,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,others,0,2,0,1,1,0,2,4,168,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
30,others,0,1,0,0,0,0,2,4,193,11,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,admin.,0,4,1,0,0,0,2,4,333,15,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
52,others,0,1,0,1,1,0,2,4,241,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,others,0,1,1,0,0,0,2,4,76,12,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,3,0,0,0,0,2,4,37,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
44,others,0,3,0,1,0,0,2,4,189,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,others,0,1,0,1,0,0,2,4,89,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,admin.,0,4,0,1,0,0,2,4,112,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
56,admin.,0,2,0,0,0,0,2,4,489,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
59,retired,0,1,1,1,0,0,2,4,141,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,2,0,1,0,0,2,4,241,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,others,0,1,0,1,0,0,2,4,60,6,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
50,others,0,1,0,1,0,0,2,4,61,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,others,0,1,1,0,0,0,2,4,24,11,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,others,0,1,0,1,1,0,2,4,62,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,others,0,3,0,1,0,0,2,4,43,8,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
48,retired,0,1,1,0,0,0,2,4,75,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,others,0,2,1,1,0,0,2,4,177,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,admin.,1,4,0,1,0,0,2,4,170,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,others,0,0,0,1,0,0,2,4,42,5,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
51,admin.,0,2,0,0,0,0,2,4,22,12,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,others,1,2,0,0,1,0,2,4,99,5,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
43,others,0,2,1,1,0,0,2,4,139,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,others,1,3,0,0,0,0,2,4,394,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,others,0,4,0,0,1,0,2,4,42,7,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
51,others,0,2,1,1,0,0,2,4,41,28,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,others,0,2,0,1,1,0,2,4,98,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
26,others,1,1,0,0,0,0,2,4,114,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,others,0,1,1,1,0,0,2,4,191,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,others,0,1,0,1,0,0,2,4,167,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
54,others,0,1,1,1,0,0,2,4,238,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
27,others,0,2,1,0,0,0,2,4,73,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,3,0,0,0,0,2,4,206,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,others,0,2,0,0,0,0,2,4,160,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,1,0,1,0,0,2,4,156,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,others,0,1,0,0,0,0,2,4,512,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,2,1,0,0,0,2,4,50,5,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
43,others,0,1,1,0,0,0,2,4,23,23,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,others,0,2,1,1,0,0,2,4,106,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
43,others,0,1,1,0,0,0,2,4,744,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,admin.,1,4,0,0,0,0,2,4,109,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,others,0,4,0,1,0,0,2,4,99,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
44,others,0,1,0,0,0,0,2,4,241,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
43,admin.,0,0,0,1,0,0,2,4,246,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
30,others,1,1,0,1,0,0,2,4,59,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,2,0,1,1,0,2,4,63,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,4,0,1,1,0,2,4,54,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,others,0,4,0,1,1,0,2,4,87,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,admin.,0,1,1,0,0,0,2,4,973,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
36,others,0,4,0,1,0,0,2,4,122,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,others,0,1,0,1,0,0,2,4,375,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
50,others,0,2,1,1,1,0,2,4,111,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,admin.,0,4,0,0,0,0,2,4,50,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
56,others,0,3,1,0,0,0,2,4,35,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,others,0,2,0,0,0,0,2,4,124,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
32,others,0,2,0,1,0,0,2,4,157,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,admin.,0,4,0,0,0,0,2,4,45,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,others,0,3,0,1,1,0,2,4,577,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,admin.,0,4,0,0,0,0,2,4,134,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
28,others,0,1,1,0,0,0,2,4,325,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,others,0,1,0,0,0,0,2,4,170,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,others,0,1,0,0,1,0,2,4,124,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,others,0,1,0,0,0,0,2,4,111,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,0,0,1,0,0,2,4,170,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,others,0,1,1,0,1,0,2,4,40,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,others,0,2,0,1,0,0,2,4,368,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,admin.,1,4,0,0,0,0,2,4,25,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,others,0,1,1,1,0,0,2,4,528,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
49,others,0,4,0,1,0,0,2,4,41,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,others,0,1,1,0,0,0,2,4,398,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,admin.,1,1,0,0,0,0,2,4,361,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
48,others,0,1,0,1,0,0,2,4,493,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
48,others,0,1,0,0,0,0,2,4,470,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,admin.,1,4,0,1,1,0,2,4,282,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,others,0,1,0,1,0,0,2,4,48,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,admin.,0,1,1,1,0,0,2,4,856,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
49,admin.,0,4,0,1,0,0,2,4,606,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
51,others,0,4,0,1,0,0,2,4,74,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,1,0,0,0,0,2,4,79,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,others,1,1,0,0,0,0,2,4,153,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,others,0,1,1,0,1,0,2,4,1210,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
40,others,0,3,0,1,1,0,2,4,716,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
39,others,0,4,0,1,0,0,2,4,513,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
49,others,0,0,0,0,1,0,2,4,158,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,others,1,1,0,0,1,0,2,4,158,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,others,1,1,0,0,0,0,2,4,139,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
52,others,0,2,0,1,0,0,2,4,273,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,others,1,1,0,0,1,0,2,4,364,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,others,0,4,1,0,0,0,2,4,218,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,others,0,2,0,0,0,0,2,4,115,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,others,0,4,0,1,0,0,2,4,280,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,others,0,4,0,0,0,0,2,4,109,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
49,others,0,1,1,0,0,0,2,4,115,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
49,others,0,1,1,0,1,0,2,4,25,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
56,retired,0,1,1,0,0,0,2,4,75,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,admin.,0,4,0,0,0,0,2,4,64,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,1,0,1,0,0,2,4,235,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,admin.,0,4,0,1,1,0,2,4,95,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,1,0,0,0,0,2,4,231,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
59,retired,0,1,1,1,0,0,2,4,39,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,admin.,0,2,1,1,0,0,2,4,21,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,others,0,2,0,0,1,0,2,4,31,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
49,others,0,1,1,0,0,0,2,4,838,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
40,others,0,4,0,0,0,0,2,4,64,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
57,others,0,4,0,0,0,0,2,4,1276,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,others,0,1,0,1,0,0,2,4,27,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,1,1,1,0,0,2,4,100,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,4,0,1,1,0,2,4,188,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,others,0,0,1,1,0,0,2,4,141,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,others,0,0,1,0,0,0,2,4,144,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
50,others,0,3,0,1,0,0,2,4,329,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,admin.,0,1,0,1,0,0,2,4,45,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,others,0,1,0,0,0,0,2,4,98,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
48,others,0,1,0,0,0,0,2,4,75,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,1,1,1,0,0,2,4,41,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
53,others,0,0,0,0,0,0,2,4,258,18,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
30,others,1,1,1,0,0,0,2,4,402,22,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
53,others,0,1,0,0,0,0,2,4,60,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
30,others,0,3,0,0,0,0,2,4,269,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
32,others,1,1,0,1,0,0,2,4,307,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,others,0,2,0,0,0,0,2,4,485,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
32,others,0,2,1,0,0,0,2,4,174,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,others,0,2,0,0,1,0,2,4,283,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
42,others,0,1,1,0,0,0,2,4,1098,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
49,admin.,0,2,0,1,0,0,2,4,115,20,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,others,0,4,0,0,0,0,2,4,351,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
42,others,0,2,1,0,0,0,2,4,89,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
24,others,1,2,0,1,0,0,2,4,113,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
57,retired,0,2,0,1,1,0,2,4,471,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,others,0,2,0,1,0,0,2,4,256,8,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,others,0,1,0,0,0,0,2,4,108,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,others,0,1,0,0,1,0,2,4,48,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,others,0,1,1,0,0,0,2,4,76,12,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
43,others,0,1,1,0,1,0,2,4,35,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
51,others,0,1,1,0,0,0,2,4,375,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
48,others,0,1,0,0,0,0,2,4,63,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,2,0,0,0,0,2,4,166,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
32,others,0,1,0,1,0,0,2,4,123,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
26,others,1,4,0,0,0,0,2,4,633,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,others,1,4,0,0,0,0,2,4,160,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,others,0,1,1,0,0,0,2,4,326,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
52,admin.,0,4,0,1,0,0,2,4,245,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
60,retired,0,4,0,1,0,0,2,4,98,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,others,0,1,0,1,0,0,2,4,37,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
49,others,0,1,1,0,0,0,2,4,95,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
59,others,0,4,1,0,0,0,2,4,19,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,admin.,0,2,0,0,0,0,2,4,374,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,admin.,0,4,0,1,1,0,2,4,172,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,others,0,3,0,1,0,0,2,4,74,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,others,0,1,1,0,0,0,2,4,174,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,admin.,1,1,0,0,1,0,2,4,111,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,others,0,1,1,0,0,0,2,4,256,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
43,others,0,3,0,0,0,0,2,4,38,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
52,others,0,1,0,0,0,0,2,4,205,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
56,others,0,0,0,1,0,0,2,4,471,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
28,student,1,3,0,0,0,0,2,4,168,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,2,0,1,0,0,2,4,19,11,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
53,retired,0,2,1,1,0,0,2,4,211,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
25,admin.,0,2,0,1,0,0,2,4,534,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
50,others,0,0,0,0,0,0,2,4,250,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,others,1,4,0,1,1,0,2,4,1149,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
50,others,0,1,1,1,0,0,2,4,343,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
52,retired,0,2,1,1,1,0,2,4,141,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,others,0,1,0,0,0,0,2,4,1573,5,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
52,retired,0,2,1,0,0,0,2,4,181,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,others,0,1,0,1,0,0,2,4,232,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
50,others,0,3,1,1,1,0,2,4,705,7,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
45,others,0,4,0,0,0,0,2,4,126,5,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,1,4,0,0,0,0,2,4,237,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,others,0,1,1,1,0,0,2,4,174,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
42,admin.,0,1,0,0,0,0,2,4,26,17,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,others,0,1,0,1,1,0,2,4,109,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,others,0,1,1,1,0,0,2,4,288,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
52,admin.,0,2,0,1,0,0,2,4,84,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,others,0,1,1,0,1,0,2,4,73,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,others,0,1,0,1,1,0,2,4,11,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,others,0,4,0,1,0,0,2,4,415,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,others,0,1,0,1,0,0,2,4,44,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
55,others,0,1,1,0,0,0,2,4,23,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
32,others,0,3,0,1,0,0,2,4,446,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,others,0,1,1,0,0,0,2,4,1663,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
32,others,0,3,0,0,1,0,2,4,459,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,others,0,4,0,1,0,0,2,4,398,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,1,0,1,0,0,2,4,560,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
41,others,0,4,0,1,0,0,2,4,248,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
54,others,0,1,1,0,0,0,2,4,124,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
55,others,0,2,0,0,0,0,2,4,154,8,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,others,0,3,0,1,0,0,2,4,1617,1,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
39,others,1,3,0,1,0,0,2,4,127,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
53,others,0,3,1,0,0,0,2,4,421,6,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,others,0,3,0,1,0,0,2,4,591,6,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,others,0,1,0,1,0,0,2,4,165,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,admin.,0,4,0,1,1,0,2,4,170,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
44,others,0,2,0,1,0,0,2,4,618,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,others,1,1,1,0,1,0,2,4,70,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,others,0,1,1,0,0,0,2,4,1478,5,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,admin.,0,3,0,0,0,0,2,4,110,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,others,0,1,0,0,0,0,2,4,40,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,others,0,1,1,1,0,0,2,4,570,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
50,admin.,0,2,0,0,0,0,2,4,519,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
44,admin.,0,4,0,0,0,0,2,4,39,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,others,0,1,1,1,0,0,2,4,14,6,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,admin.,0,2,0,1,0,0,2,4,36,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
43,others,0,1,0,0,0,0,2,4,67,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,1,0,0,0,0,2,4,825,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
44,others,0,1,1,0,0,0,2,4,263,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
43,admin.,0,2,0,0,0,0,2,4,1422,10,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
31,others,0,1,0,1,0,0,2,4,55,12,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
27,others,0,2,0,1,0,0,2,4,172,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
49,others,0,1,1,1,0,0,2,4,553,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,others,0,1,0,0,0,0,2,4,15,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
48,others,0,1,1,0,0,0,2,4,81,10,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,others,0,1,0,1,1,0,2,4,150,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,others,0,3,1,1,0,0,2,4,324,5,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
42,others,0,1,1,1,0,0,2,4,93,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
59,retired,0,1,1,0,1,0,2,4,62,3,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
57,others,0,1,0,0,0,0,2,4,19,4,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
54,others,0,2,0,1,0,0,2,4,47,2,3,0,0,1.4,94.465,-41.8,4.959,5228.1,0
